id_departamento,id_municipio,nombre,poblacion
23,23500,Moñitos,29833
23,23555,Planeta Rica,64205
23,23570,Pueblo Nuevo,35655
23,23574,Puerto Escondido,23649
23,23580,Puerto Libertador,41873
23,23586,Purísima,17206
23,23660,Sahagún,107636
23,23670,San Andrés Sotavento,48610
23,23672,San Antero,33878
23,23675,San Bernardo del Viento,37007
23,23678,San Carlos,26954
23,23682,San José de Ure,13345
23,23686,San Pelayo,51838
23,23807,Tierralta,92349
23,23815,Tuchín,52606
23,23855,Valencia,35694
25,25001,Agua de Dios,11685
25,25019,Albán,6438
25,25035,Anapoima,14519
25,25040,Anolaima,13816
25,25053,Arbeláez,10860
25,25086,Beltrán,1789
25,25095,Bituima,2467
25,25099,Bojacá,9913
25,25120,Cabrera,4722
25,25123,Cachipay,9972
25,25126,Cajicá,82244
25,25148,Caparrapí,12569
25,25151,Cáqueza,17099
25,25154,Carmen de Carupa,7580
25,25168,Chaguaní,4182
25,25175,Chía,132181
25,25178,Chipaque,9467
25,25181,Choachí,10961
25,25183,Chocontá,20568
25,25200,Cogua,22067
25,25214,Cota,32691
25,25224,Cucunubá,7626
25,25245,El Colegio,23886
25,25258,El Peñón,4681
25,25260,El Rosal,22065
25,25269,Facatativá,139441
25,25279,Fómeque,11986
25,25281,Fosca,5784
25,25286,Funza,93154
25,25288,Fúquene,4904
25,25290,Fusagasugá,138498
25,25293,Gachalá,4436
25,25295,Gachancipá,17026
25,25297,Gachetá,8425
25,25299,Gama,3120
25,25307,Girardot,101018
25,25312,Granada,7179
25,25317,Guachetá,13285
25,25320,Guaduas,30524
25,25322,Guasca,15348
25,25324,Guataquí,2848
25,25326,Guatavita,6325
25,25328,Guayabal de Síquima,4444
25,25335,Guayabetal,6232
25,25339,Gutiérrez,3410
25,25368,Jerusalén,2281
25,25372,Junín,5823
25,25377,La Calera,29868
25,25386,La Mesa,32694
25,25394,La Palma,9467
25,25398,La Peña,5911
25,25402,La Vega,16986
25,25407,Lenguazaque,10080
25,25426,Machetá,6124
25,25430,Madrid,112254
25,25436,Manta,3737
25,25438,Medina,8014
25,25473,Mosquera,130221
25,25483,Nariño,2333
25,25486,Nemocón,13171
25,25488,Nilo,10819
25,25489,Nimaima,3589
25,25491,Nocaima,6092
25,25506,Venecia,4218
25,25513,Pacho,24413
25,25518,Paime,4186
25,25524,Pandi,4973
25,25530,Paratebueno,8328
25,25535,Pasca,9105
25,25572,Puerto Salgar,15453
25,25580,Pulí,3327
25,25592,Quebradanegra,4724
25,25594,Quetame,5072
25,25596,Quipile,6291
25,25599,Apulo,8192
25,25612,Ricaurte,12881
25,25645,San Antonio del Tequendama,11870
25,25649,San Bernardo,8487
25,25653,San Cayetano,4846
25,25658,San Francisco,10755
25,25662,San Juan de Río Seco,8181
25,25718,Sasaima,10711
25,25736,Sesquilé,11423
25,25740,Sibaté,33491
25,25743,Silvania,21625
25,25745,Simijaca,12847
25,25754,Soacha,660179
25,25758,Sopó,25782
25,25769,Subachoque,15690
25,25772,Suesca,17021
25,25777,Supatá,5203
25,25779,Susa,6454
25,25781,Sutatausa,5887
25,25785,Tabio,21665
25,25793,Tausa,8067
25,25797,Tena,9567
25,25799,Tenjo,21935
25,25805,Tibacuy,4335
25,25807,Tibirita,3158
25,25815,Tocaima,15735
25,25817,Tocancipá,39996
25,25823,Topaipí,4139
25,25839,Ubalá,7717
25,25841,Ubaque,6727
25,25843,Villa de San Diego de Ubate,42558
25,25845,Une,6945
25,25851,Útica,4246
25,25862,Vergara,6847
25,25867,Vianí,4339
25,25871,Villagómez,1758
25,25873,Villapinzón,17187
25,25875,Villeta,26873
25,25878,Viotá,13234
25,25885,Yacopí,12322
25,25898,Zipacón,4659
25,25899,Zipaquirá,130537
27,27001,Quibdó,129237
27,27006,Acandí,13999
27,27025,Alto Baudó,27584
27,27050,Atrato,6063
27,27073,Bagadó,11011
27,27075,Bahía Solano,10123
27,27077,Bajo Baudó,29957
27,27099,Bojayá,12073
27,27135,El Cantón del San Pablo,6116
27,27150,Carmen del Darién,18433
27,27160,Cértegui,5635
27,27205,Condoto,12663
27,27245,El Carmen de Atrato,8193
27,27250,El Litoral del San Juan,21669
27,27361,Istmina,30742
27,27372,Juradó,6685
27,27413,Lloró,9786
27,27425,Medio Atrato,10672
27,27430,Medio Baudó,15109
27,27450,Medio San Juan,10579
27,27491,Nóvita,9153
27,27495,Nuquí,16223
27,27580,Río Iró,5467
27,27600,Río Quito,8236
27,27615,Riosucio,53449
27,27660,San José del Palmar,5114
27,27745,Sipí,3174
27,27787,Tadó,18011
27,27800,Unguía,12854
27,27810,Unión Panamericana,6816
41,41001,Neiva,357392
41,41006,Acevedo,24774
41,41013,Agrado,8800
41,41016,Aipe,16163
41,41020,Algeciras,22481
41,41026,Altamira,4275
41,41078,Baraya,8338
41,41132,Campoalegre,31087
